                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 2.0628,                 1.4891,                 2.6047,                0.94719,                      1,                  0.995,                 0.0995,                 4.4992,                 3.3071,                 5.2171,              0.0013135,              0.0013135,              0.0013135
                     18,                 2.0809,                 1.5868,                 2.8046,                0.94719,                      1,                  0.995,                 0.0995,                 4.3311,                 2.4871,                  8.793,              0.0013901,              0.0013901,              0.0013901
                     19,                 2.0365,                 1.4884,                 3.1226,                0.00337,                      1,                  0.995,                 0.0995,                 4.4757,                 2.7944,                 6.9085,              0.0014666,              0.0014666,              0.0014666
                     20,                 1.9486,                 1.6115,                 2.7784,                0.59943,                      1,                  0.995,                 0.0995,                  4.853,                 3.7021,                 3.6918,              0.0015429,              0.0015429,              0.0015429
                     21,                 2.3826,                 1.5777,                 2.9025,                0.96245,                      1,                  0.995,                 0.0995,                 4.8519,                 4.6991,                 3.1352,              0.0016189,              0.0016189,              0.0016189
                     22,                 2.0593,                 1.4628,                 2.6648,                0.94982,                      1,                  0.995,                 0.0995,                 4.5432,                 2.7529,                 3.6444,              0.0016948,              0.0016948,              0.0016948
                     23,                 1.9548,                 1.4022,                 3.2178,                0.84915,                      1,                  0.995,                 0.0995,                 4.2378,                 2.3132,                 5.0046,              0.0017705,              0.0017705,              0.0017705
                     24,                 1.9481,                   1.39,                 2.6416,                0.84915,                      1,                  0.995,                 0.0995,                 4.3183,                  2.762,                 4.3295,              0.0018459,              0.0018459,              0.0018459
                     25,                  1.914,                 1.4766,                 2.5194,                0.84915,                      1,                  0.995,                 0.0995,                 4.4578,                 3.1146,                 3.6029,              0.0019212,              0.0019212,              0.0019212
                     26,                 2.1532,                 1.5011,                 2.9234,                0.84915,                      1,                  0.995,                 0.0995,                 4.2773,                 4.9827,                 2.9184,              0.0019381,              0.0019381,              0.0019381
                     27,                 2.0049,                 1.3425,                 2.7056,                0.84915,                      1,                  0.995,                 0.0995,                 4.3127,                 4.3018,                 3.6108,              0.0019381,              0.0019381,              0.0019381
                     28,                 2.0793,                 1.3818,                 2.7919,                0.84915,                      1,                  0.995,                 0.0995,                 4.3758,                 2.7341,                 3.8361,              0.0019357,              0.0019357,              0.0019357
                     29,                 2.0776,                 1.2414,                 2.5406,                0.84915,                      1,                  0.995,                 0.0995,                  4.454,                 2.4084,                 2.0928,              0.0019332,              0.0019332,              0.0019332
                     30,                 2.0046,                 1.3178,                 2.5747,                0.84915,                      1,                  0.995,                 0.0995,                 4.7294,                 2.4457,                 2.3543,              0.0019307,              0.0019307,              0.0019307
                     31,                 2.1343,                 1.3646,                 3.2255,                 0.1231,                      1,                  0.199,                 0.0199,                 4.5717,                 2.1824,                 1.9787,              0.0019282,              0.0019282,              0.0019282
                     32,                 2.0747,                 1.2633,                 2.4622,                 0.1231,                      1,                  0.199,                 0.0199,                 4.4493,                 2.9702,                 1.7702,              0.0019258,              0.0019258,              0.0019258
                     33,                 1.7744,                   1.16,                 2.3045,                 0.1231,                      1,                  0.199,                 0.0199,                 4.1285,                 2.5077,                 2.2994,              0.0019233,              0.0019233,              0.0019233
                     34,                 2.0538,                  1.276,                 2.5035,                 0.1231,                      1,                  0.199,                 0.0199,                 3.9157,                 2.4869,                 3.2212,              0.0019208,              0.0019208,              0.0019208
                     35,                 1.7824,                 1.1632,                  2.548,                 0.1231,                      1,                  0.199,                 0.0199,                 4.0958,                 3.1122,                 3.2629,              0.0019183,              0.0019183,              0.0019183
                     36,                 2.0092,                 1.3573,                 3.0008,                 0.1231,                      1,                  0.199,                 0.0199,                 4.1228,                  3.469,                 2.6496,              0.0019159,              0.0019159,              0.0019159
                     37,                 1.8482,                 1.2209,                 2.7489,                 0.1231,                      1,                  0.199,                 0.0199,                 4.0865,                 3.6305,                 2.7699,              0.0019134,              0.0019134,              0.0019134
                     38,                 1.9941,                  1.186,                 2.7322,                 0.1231,                      1,                  0.199,                 0.0199,                 4.0543,                 3.0612,                  3.034,              0.0019109,              0.0019109,              0.0019109
                     39,                 1.7707,                 1.1766,                 2.3854,                 0.1231,                      1,                  0.199,                 0.0199,                 4.1455,                 2.7658,                 2.8312,              0.0019084,              0.0019084,              0.0019084
                     40,                 1.7193,                 1.1769,                 2.6663,                 0.1231,                      1,                  0.199,                 0.0199,                 4.0509,                 2.5378,                 2.0126,               0.001906,               0.001906,               0.001906
                     41,                 1.8355,                 1.3149,                 2.8828,                 0.1231,                      1,                  0.199,                 0.0199,                 3.9844,                 2.4755,                  1.376,              0.0019035,              0.0019035,              0.0019035
                     42,                 1.8812,                 1.2907,                 2.3924,                 0.1231,                      1,                  0.199,                 0.0199,                 4.2401,                 2.8739,                 1.4271,               0.001901,               0.001901,               0.001901
                     43,                 1.8902,                 1.1834,                 2.8385,                 0.1231,                      1,                  0.199,                 0.0199,                 4.2186,                 2.9693,                 1.4474,              0.0018985,              0.0018985,              0.0018985
                     44,                 1.9409,                 1.1321,                 2.7384,                0.44302,                      1,                  0.995,                 0.0995,                 3.7631,                 2.6562,                 1.5441,              0.0018961,              0.0018961,              0.0018961
                     45,                 1.8338,                 1.1875,                  2.503,                0.47047,                      1,                  0.995,                 0.0995,                  3.684,                 2.1412,                 1.6771,              0.0018936,              0.0018936,              0.0018936
                     46,                 1.8661,                    1.2,                 2.6133,                0.47047,                      1,                  0.995,                 0.0995,                 3.7571,                 2.0769,                  1.672,              0.0018911,              0.0018911,              0.0018911
                     47,                 2.1198,                 1.4072,                  3.123,                0.47047,                      1,                  0.995,                 0.0995,                 4.0708,                  1.816,                 1.7143,              0.0018886,              0.0018886,              0.0018886
                     48,                 1.8234,                 1.1077,                 2.9373,                0.47047,                      1,                  0.995,                 0.0995,                 4.3415,                 1.4261,                 1.5743,              0.0018862,              0.0018862,              0.0018862
                     49,                 1.9759,                 1.2241,                 2.7073,                0.29845,                0.89536,                0.33167,                0.06633,                 4.4531,                 1.3138,                 1.4814,              0.0018837,              0.0018837,              0.0018837
                     50,                  2.083,                 1.2218,                 2.4871,                0.29845,                0.89536,                0.33167,                0.06633,                 4.2315,                 1.3951,                 1.2202,              0.0018812,              0.0018812,              0.0018812
                     51,                 2.0547,                 1.2075,                 2.5634,                0.29845,                0.89536,                0.33167,                0.06633,                 4.2673,                 1.4434,                 1.1283,              0.0018787,              0.0018787,              0.0018787
                     52,                 2.0272,                 1.1485,                   3.02,                0.29845,                0.89536,                0.33167,                0.06633,                 4.5094,                 1.3213,                  1.386,              0.0018763,              0.0018763,              0.0018763
                     53,                 2.0131,                 1.1753,                 2.5945,                0.29845,                0.89536,                0.33167,                0.06633,                   3.84,                 1.0292,                 1.1657,              0.0018738,              0.0018738,              0.0018738
                     54,                 1.6539,                 1.1906,                 2.1711,                0.95995,                      1,                  0.995,                 0.0995,                 3.7886,                 1.0245,                 1.1673,              0.0018713,              0.0018713,              0.0018713
                     55,                 1.9608,                 1.1871,                 2.3013,                0.95995,                      1,                  0.995,                 0.0995,                 3.9598,                 1.2571,                 1.1977,              0.0018688,              0.0018688,              0.0018688
                     56,                 1.7895,                 1.0089,                 2.3788,                0.95995,                      1,                  0.995,                 0.0995,                 4.1422,                  1.378,                 1.4908,              0.0018663,              0.0018663,              0.0018663
                     57,                 1.8839,                 1.1897,                  2.409,                0.95995,                      1,                  0.995,                 0.0995,                 4.3948,                 2.5159,                 3.3847,              0.0018639,              0.0018639,              0.0018639
                     58,                 1.8771,                 1.1419,                 2.2971,                0.95995,                      1,                  0.995,                 0.0995,                 4.5916,                 2.3622,                 5.5434,              0.0018614,              0.0018614,              0.0018614
                     59,                 1.7114,                 1.1279,                 3.1909,                 0.4954,                      1,                 0.4975,                0.04975,                 4.7546,                 1.7153,                 4.9219,              0.0018589,              0.0018589,              0.0018589
                     60,                 1.8702,                 1.1057,                 2.4495,                0.89982,                      1,                  0.995,                  0.199,                 5.1616,                 3.3852,                 4.8761,              0.0018564,              0.0018564,              0.0018564
                     61,                 1.6952,                 1.0814,                 2.1406,                 0.4863,                      1,                 0.4975,                0.04975,                 4.5226,                 3.9376,                 1.5399,               0.001854,               0.001854,               0.001854
                     62,                 1.6958,                 1.1067,                 2.6755,                 0.4863,                      1,                 0.4975,                0.04975,                 4.6292,                 3.7218,                 1.3886,              0.0018515,              0.0018515,              0.0018515
                     63,                 1.6406,                 1.1657,                 2.5332,                0.83281,                      1,                  0.995,                  0.199,                 5.0124,                 3.6424,                 2.8463,               0.001849,               0.001849,               0.001849
                     64,                 1.5751,                 1.0205,                 2.1939,                0.84514,                      1,                  0.995,                 0.0995,                 5.1883,                 2.9078,                 5.2001,              0.0018465,              0.0018465,              0.0018465
                     65,                 1.6756,                 1.0472,                 2.5914,                0.92808,                      1,                  0.995,                  0.199,                 4.7094,                 3.9964,                 1.4943,              0.0018441,              0.0018441,              0.0018441
                     66,                 1.6968,                 1.0189,                 2.2434,                0.48336,                      1,                  0.995,                  0.199,                  4.228,                 2.0848,                 1.3121,              0.0018416,              0.0018416,              0.0018416
                     67,                 1.6079,                 1.0531,                 2.5943,                0.95397,                      1,                  0.995,                 0.0995,                 3.9556,                  1.971,                 1.4555,              0.0018391,              0.0018391,              0.0018391
                     68,                 1.5695,                  1.131,                 2.3543,                0.95527,                      1,                  0.995,                  0.199,                 3.8397,                 1.9635,                  1.344,              0.0018367,              0.0018367,              0.0018367
                     69,                 1.6727,                 1.1192,                 2.6147,                0.95111,                      1,                  0.995,                 0.0995,                 3.9381,                 2.9917,                 1.2824,              0.0018342,              0.0018342,              0.0018342
                     70,                 1.7016,                 1.0325,                 2.4852,                0.95364,                      1,                  0.995,                  0.199,                 4.0503,                 3.6192,                 1.3798,              0.0018317,              0.0018317,              0.0018317
                     71,                 1.6686,                 1.0421,                 2.3408,                  0.955,                      1,                  0.995,                 0.0995,                 4.0451,                 2.9449,                 1.2813,              0.0018292,              0.0018292,              0.0018292
                     72,                 1.6565,                0.94698,                 2.4276,                0.95638,                      1,                  0.995,                  0.199,                 3.9109,                 2.0715,                 1.1504,              0.0018267,              0.0018267,              0.0018267
                     73,                 1.5284,                0.92619,                 2.2027,                0.91654,                      1,                  0.995,                  0.199,                  3.793,                 1.6523,                 1.1568,              0.0018243,              0.0018243,              0.0018243
                     74,                 1.5127,                0.96226,                 2.3237,                0.83322,                      1,                  0.995,                 0.0995,                  4.274,                 2.2422,                 1.3682,              0.0018218,              0.0018218,              0.0018218
                     75,                 1.6996,                 1.1418,                 2.3274,                0.83322,                      1,                  0.995,                 0.0995,                  4.922,                 3.7244,                   4.41,              0.0018193,              0.0018193,              0.0018193
                     76,                 1.5643,                0.97796,                 2.2638,                0.83322,                      1,                  0.995,                 0.0995,                 4.7795,                 4.7201,                  4.633,              0.0018168,              0.0018168,              0.0018168
                     77,                  1.562,                0.97133,                 2.0891,                 0.8933,                      1,                  0.995,                 0.0995,                 4.9703,                 3.6437,                 2.3106,              0.0018144,              0.0018144,              0.0018144
                     78,                 1.6024,                 1.0119,                 2.9367,                0.91759,                      1,                  0.995,                 0.0995,                 4.7564,                 2.5603,                 1.2928,              0.0018119,              0.0018119,              0.0018119
                     79,                 1.8091,                 1.0153,                  2.096,                0.85837,                      1,                  0.995,                 0.0995,                  4.221,                 2.4847,                 1.1243,              0.0018094,              0.0018094,              0.0018094
                     80,                 1.6182,                0.93409,                 2.1154,                0.95134,                      1,                  0.995,                 0.0995,                  4.105,                 2.2522,                 1.2826,              0.0018069,              0.0018069,              0.0018069
                     81,                 1.4884,                 0.8953,                 2.1079,                0.93367,                      1,                  0.995,                 0.0995,                 3.9952,                 2.3085,                 1.4479,              0.0018045,              0.0018045,              0.0018045
                     82,                 1.5828,                 0.9427,                 2.5105,                 0.2518,                      1,                0.33167,                0.03317,                 3.7599,                 2.3666,                 1.3094,               0.001802,               0.001802,               0.001802
                     83,                 1.7049,                0.96523,                 2.2206,                 0.2518,                      1,                0.33167,                0.03317,                 4.0229,                 2.3408,                 1.3773,              0.0017995,              0.0017995,              0.0017995
                     84,                  1.736,                 1.0347,                 2.0222,                 0.2518,                      1,                0.33167,                0.03317,                 4.4161,                 2.5929,                 1.4485,              0.0017971,              0.0017971,              0.0017971
                     85,                 1.5652,                0.97618,                 2.3821,                 0.2518,                      1,                0.33167,                0.03317,                 4.2611,                 2.3649,                 1.0405,              0.0017946,              0.0017946,              0.0017946
                     86,                 1.6597,                0.92691,                 2.1033,                 0.2518,                      1,                0.33167,                0.03317,                 4.1911,                 1.9119,                 1.0134,              0.0017921,              0.0017921,              0.0017921
                     87,                 1.6699,                0.99412,                 2.5576,                 0.2518,                      1,                0.33167,                0.03317,                 4.2399,                 1.6086,                 1.0389,              0.0017896,              0.0017896,              0.0017896
                     88,                 1.5029,                0.96144,                 2.2285,                 0.2518,                      1,                0.33167,                0.03317,                 4.7797,                 1.8386,                 7.4903,              0.0017872,              0.0017872,              0.0017872
                     89,                 1.6153,                0.94254,                 2.1701,                 0.2518,                      1,                0.33167,                0.03317,                 4.5707,                  1.575,                 6.7024,              0.0017847,              0.0017847,              0.0017847
                     90,                 1.6687,                 0.9775,                 2.1502,                 0.2518,                      1,                0.33167,                0.03317,                  4.774,                 1.8659,                 6.3614,              0.0017822,              0.0017822,              0.0017822
                     91,                 1.8069,                 1.1266,                 2.3557,                 0.2518,                      1,                0.33167,                0.03317,                 4.9341,                 2.8172,                 6.4626,              0.0017797,              0.0017797,              0.0017797
                     92,                 1.6442,                0.96489,                  2.224,                0.95375,                      1,                  0.995,                 0.0995,                 4.6826,                 3.7891,                 7.1682,              0.0017772,              0.0017772,              0.0017772
                     93,                 1.3708,                 0.9292,                 2.0524,                0.96348,                      1,                  0.995,                 0.0995,                 4.6056,                 4.5716,                 7.1695,              0.0017748,              0.0017748,              0.0017748
                     94,                 1.4485,                0.91741,                 1.9909,                0.96534,                      1,                  0.995,                 0.0995,                 4.3415,                 4.5585,                 2.2038,              0.0017723,              0.0017723,              0.0017723
                     95,                 1.5531,                 0.9299,                 2.7059,                 0.9644,                      1,                  0.995,                 0.0995,                 4.1916,                 5.3215,                 2.2735,              0.0017698,              0.0017698,              0.0017698
                     96,                 1.5763,                0.95459,                 2.1008,                0.96261,                      1,                  0.995,                  0.199,                 4.2309,                  6.062,                 1.9491,              0.0017674,              0.0017674,              0.0017674
                     97,                 1.4911,                  1.006,                 2.1552,                0.95441,                      1,                  0.995,                  0.199,                 4.2198,                 5.4346,                 1.7913,              0.0017649,              0.0017649,              0.0017649
                     98,                 1.5426,                0.93231,                 2.1911,                0.94684,                      1,                  0.995,                 0.0995,                 4.4037,                 4.8018,                 1.9635,              0.0017624,              0.0017624,              0.0017624
                     99,                 1.4168,                0.86912,                 2.2985,                0.95405,                      1,                  0.995,                 0.0995,                 4.4484,                 4.4098,                 2.3398,              0.0017599,              0.0017599,              0.0017599
                    100,                 1.4582,                 0.9041,                 2.3008,                0.95538,                      1,                  0.995,                 0.0995,                 4.6063,                 4.7011,                 3.8523,              0.0017575,              0.0017575,              0.0017575
                    101,                  1.425,                0.92341,                 2.1599,                0.95797,                      1,                  0.995,                 0.0995,                 4.3967,                 4.6516,                 2.2083,               0.001755,               0.001755,               0.001755
                    102,                 1.5625,                0.92906,                 2.5291,                0.95797,                      1,                  0.995,                 0.0995,                 4.2675,                 4.6425,                 2.9642,              0.0017525,              0.0017525,              0.0017525
                    103,                  1.432,                0.88242,                 2.4526,                      1,                      1,                  0.995,                 0.0995,                 4.2534,                 4.0452,                 2.8116,                0.00175,                0.00175,                0.00175
                    104,                  1.455,                0.85626,                 2.6922,                      1,                      1,                  0.995,                  0.199,                 4.2206,                 3.5455,                 2.6657,              0.0017476,              0.0017476,              0.0017476
                    105,                 1.5047,                0.84592,                 2.1799,                0.95209,                      1,                  0.995,                  0.199,                 4.0914,                 2.8335,                 2.9847,              0.0017451,              0.0017451,              0.0017451
                    106,                 1.4904,                0.87327,                 2.3849,                 0.9352,                      1,                  0.995,                  0.199,                 3.9604,                 2.6473,                 2.2085,              0.0017426,              0.0017426,              0.0017426
                    107,                 1.4709,                0.89313,                 2.1092,                0.88552,                      1,                  0.995,                 0.2985,                 3.8745,                 2.4128,                   1.33,              0.0017401,              0.0017401,              0.0017401
                    108,                 1.5694,                 1.0251,                 1.9478,                0.90061,                      1,                  0.995,                 0.2985,                 4.2232,                  2.967,                  1.147,              0.0017376,              0.0017376,              0.0017376
                    109,                 1.5966,                 1.0661,                 2.1612,                0.88057,                      1,                  0.995,                  0.199,                  4.014,                 3.7801,                 1.3643,              0.0017352,              0.0017352,              0.0017352
                    110,                 1.3262,                0.84369,                 2.2003,                0.78931,                      1,                  0.995,                  0.199,                 3.7096,                 2.9489,                 1.1362,              0.0017327,              0.0017327,              0.0017327
                    111,                 1.4791,                0.88122,                 2.2053,                0.32483,                      1,                  0.995,                 0.0995,                 3.8343,                 1.7032,                 1.1413,              0.0017302,              0.0017302,              0.0017302
                    112,                 1.5942,                0.90366,                 1.9818,                0.32483,                      1,                  0.995,                 0.0995,                  3.968,                 1.5139,                 1.5498,              0.0017278,              0.0017278,              0.0017278
                    113,                 1.4914,                0.83822,                 2.0339,                0.32483,                      1,                  0.995,                 0.0995,                 4.0279,                 1.3642,                 1.3619,              0.0017253,              0.0017253,              0.0017253
                    114,                 1.4377,                0.89511,                 1.9846,                0.32483,                      1,                  0.995,                 0.0995,                 3.9988,                 1.2875,                   1.32,              0.0017228,              0.0017228,              0.0017228
                    115,                 1.4176,                0.90553,                 2.0559,                0.27868,                      1,                0.33167,                0.06633,                 4.4353,                 2.3732,                 6.3025,              0.0017203,              0.0017203,              0.0017203
                    116,                 1.4509,                0.85961,                 2.3364,                 0.7571,                      1,                  0.995,                  0.199,                 4.0667,                 1.8258,                  8.171,              0.0017179,              0.0017179,              0.0017179
                    117,                 1.4941,                0.92491,                 1.9592,                0.89095,                      1,                  0.995,                 0.0995,                 4.1851,                 1.8658,                 7.6566,              0.0017154,              0.0017154,              0.0017154
                    118,                 1.5019,                0.95733,                 2.1308,                0.89095,                      1,                  0.995,                 0.0995,                 4.4803,                 2.8331,                 2.1051,              0.0017129,              0.0017129,              0.0017129
                    119,                 1.3206,                0.83525,                 1.8752,                      1,                      1,                  0.995,                 0.0995,                 4.1967,                 2.7224,                 1.0963,              0.0017104,              0.0017104,              0.0017104
                    120,                 1.5188,                0.83144,                 2.0996,                      1,                      1,                  0.995,                 0.0995,                 4.1451,                 3.2856,                 1.0753,               0.001708,               0.001708,               0.001708
                    121,                 1.5852,                0.98184,                 2.0142,                0.96162,                      1,                  0.995,                 0.0995,                 4.0697,                 4.3814,                 1.2699,              0.0017055,              0.0017055,              0.0017055
                    122,                 1.5224,                0.88883,                 2.1353,                0.91562,                      1,                  0.995,                  0.199,                 4.1821,                 4.5666,                 1.8623,               0.001703,               0.001703,               0.001703
                    123,                 1.6161,                 1.0525,                 2.1604,                0.31121,                      1,                 0.4975,                 0.0995,                 4.5708,                 2.9643,                 4.6721,              0.0017005,              0.0017005,              0.0017005
                    124,                 1.5367,                0.87083,                 2.2518,                0.31121,                      1,                 0.4975,                 0.0995,                 4.0073,                 5.2095,                 1.3634,               0.001698,               0.001698,               0.001698
                    125,                 1.4637,                0.92432,                 1.9586,                0.94647,                      1,                  0.995,                 0.0995,                 3.7474,                 5.3281,                 1.1578,              0.0016956,              0.0016956,              0.0016956
                    126,                 1.9524,                 1.7501,                 2.1309,                0.94647,                      1,                  0.995,                 0.0995,                 4.6366,                 5.4916,                 4.5886,              0.0016931,              0.0016931,              0.0016931
                    127,                 1.3354,                0.86563,                 2.0307,                0.94647,                      1,                  0.995,                 0.0995,                 4.5458,                 4.7968,                 4.8851,              0.0016906,              0.0016906,              0.0016906
                    128,                 1.4487,                0.82465,                 2.0284,                0.94168,                      1,                  0.995,                 0.0995,                 4.1598,                 5.0387,                 1.5536,              0.0016882,              0.0016882,              0.0016882
                    129,                 1.4045,                0.83989,                  1.817,                 0.9304,                      1,                  0.995,                  0.199,                 3.8683,                 3.5767,                 1.2492,              0.0016857,              0.0016857,              0.0016857
                    130,                 1.3863,                0.82287,                 1.8057,                0.92707,                      1,                  0.995,                  0.199,                 3.9066,                 3.0407,                 1.2902,              0.0016832,              0.0016832,              0.0016832
                    131,                 1.3203,                0.87143,                 1.9855,                0.91988,                      1,                  0.995,                 0.2985,                 3.8668,                 3.1181,                 1.2694,              0.0016807,              0.0016807,              0.0016807
                    132,                 1.4428,                0.88489,                 2.2106,                0.88214,                      1,                  0.995,                  0.199,                 4.0043,                 3.7312,                 1.1164,              0.0016783,              0.0016783,              0.0016783
                    133,                 1.3702,                0.85755,                  1.914,                0.88214,                      1,                  0.995,                  0.199,                 4.0704,                 3.9257,                 1.0749,              0.0016758,              0.0016758,              0.0016758
